train,elephant,18779,86
train,joy,31233,74
train,joy,31236,61
train,joy,31232,71
train,joy,31237,69
train,get,65808,70
train,get,24439,39
train,get,24440,103
train,get,24438,94
train,get,69341,93
train,get,24447,88
train,t,58323,111
train,t,66058,44
train,t,58325,30
train,reduce,46759,44
train,reduce,46752,30
train,reduce,46753,39
train,reduce,46762,92
train,no,38533,53
train,no,38529,107
train,no,38530,53
train,no,38544,83
train,no,38527,46
train,no,38532,44
train,no,38525,65
train,no,69411,67
train,honey,27850,80
train,honey,65898,48
train,honey,65899,57
train,neck,37839,78
train,neck,37837,69
train,neck,37845,76
train,neck,66161,75
train,neck,37838,80
train,pizza,42960,30
train,pizza,42962,90
train,pizza,42956,64
train,pizza,69431,75
train,pizza,66297,54
train,pizza,42959,103
train,pizza,42977,90
train,pizza,42961,40
train,pizza,42958,73
train,worry,66810,69
train,worry,63879,61
train,worry,63873,121
train,basic,65143,49
train,basic,05217,118
train,basic,05216,45
train,somewhere,53252,174
train,somewhere,53255,70
train,somewhere,53253,104
train,size,52047,78
train,size,69475,70
train,size,52046,90
train,size,52049,44
train,adjust,01076,51
train,adjust,01073,94
train,adjust,01074,99
train,downstairs,17460,52
train,downstairs,17457,34
train,downstairs,17456,43
train,downstairs,17458,101
train,profit,44812,85
train,profit,44811,123
train,profit,44814,50
train,idea,28648,136
train,idea,28658,81
train,idea,65918,53
train,idea,28655,34
train,idea,28649,62
train,community,12060,135
train,community,12062,109
train,community,12064,79
train,community,12069,95
train,community,12063,37
train,earth,18243,69
train,earth,18242,73
train,earth,18245,40
train,earth,18241,157
train,enough,19312,102
train,enough,19306,80
train,enough,19305,156
train,enough,65637,68
train,artist,03516,88
train,artist,03519,60
train,artist,03515,101
train,artist,03517,108
train,flower,65746,46
train,flower,22558,91
train,flower,22549,71
train,flower,22548,71
train,spill,53850,57
train,spill,53851,120
train,spill,53854,49
train,join,31149,78
train,join,31158,67
train,join,31155,41
train,join,31151,48
train,join,65981,43
train,join,31152,65
train,join,31157,63
train,difficult,16213,75
train,difficult,16212,72
train,difficult,16216,50
train,language,32158,45
train,language,32154,71
train,language,32160,116
train,language,66007,53
train,language,32156,43
train,language,32163,37
train,language,32157,48
train,language,66008,60
train,nervous,38021,89
train,nervous,38014,27
train,nervous,38012,68
train,nervous,38013,31
train,nervous,38019,51
train,nervous,38011,69
train,kiss,31750,27
train,kiss,31755,33
train,kiss,31751,32
train,kiss,31753,58
train,kiss,31767,109
train,kiss,31756,34
train,kiss,31752,26
train,kiss,65996,61
train,stress,66570,62
train,stress,55184,99
train,stress,55177,46
train,stress,55178,38
train,stress,55179,89
train,stress,55176,38
train,something,53233,51
train,something,53230,86
train,something,53231,88
train,tie,66642,77
train,tie,58434,42
train,tie,58430,141
train,tie,58435,47
train,stand,66553,59
train,stand,54377,61
train,stand,54385,73
train,stand,54378,79
train,almost,02093,109
train,almost,02091,110
train,almost,02095,71
train,almost,02092,27
train,almost,65056,90
train,ten,57393,94
train,ten,57395,45
train,ten,57392,38
train,ten,57391,81
train,will,69536,86
train,will,63364,24
train,connect,12678,39
train,connect,12676,92
train,connect,12675,79
train,connect,65397,50
train,laptop,32192,39
train,laptop,66009,52
train,laptop,32191,68
train,laptop,32197,106
train,piece,42667,51
train,piece,42664,73
train,piece,42665,79
train,engagement,19193,60
train,engagement,19194,48
train,engagement,19192,81
train,build,08123,62
train,build,08119,51
train,build,65268,63
train,build,08127,93
train,build,08120,44
train,build,08121,108
train,face,65668,70
train,face,65669,67
train,face,20711,77
train,face,20706,67
train,face,20699,91
train,smell,66510,62
train,smell,52603,20
train,smell,52606,53
train,smell,52604,85
train,know,66002,51
train,know,31901,62
train,know,31903,52
train,know,31900,67
train,don't want,65518,45
train,don't want,17302,57
train,don't want,17300,41
train,don't want,17298,61
train,don't want,17301,89
train,headache,65881,55
train,headache,26839,45
train,headache,26835,99
train,headache,26837,93
train,headache,26836,88
train,headache,26840,44
train,pick,42597,80
train,pick,66291,52
train,pick,42585,38
train,art,65097,71
train,art,03479,87
train,art,03480,40
train,art,03478,80
train,art,03486,95
train,letter,32953,33
train,letter,32949,97
train,letter,32955,31
train,letter,32950,93
train,letter,32954,34
train,letter,66038,59
train,letter,32948,33
train,letter,32945,67
train,other,40314,39
train,other,40317,36
train,other,40321,82
train,other,40315,90
train,other,40313,137
train,pie,42675,31
train,pie,42671,74
train,pie,42672,47
train,pie,42673,78
train,her,27281,26
train,her,27275,60
train,her,27285,74
train,her,27284,74
train,her,27274,81
train,her,27282,31
train,light,33206,21
train,light,33229,89
train,light,33231,87
train,light,66069,59
train,light,33214,50
train,light,33205,81
train,point,43446,46
train,point,43445,33
train,point,43444,74
train,point,66304,68
train,point,43461,86
train,point,43462,90
train,point,43447,80
train,command,11952,93
train,command,11943,30
train,command,11944,90
train,command,11942,88
train,total,59037,27
train,total,59033,52
train,total,59032,99
train,total,59034,86
train,lamp,32097,27
train,hat,26714,34
train,hat,26717,36
train,hat,69359,98
train,hat,26715,88
train,hat,26739,98
train,hat,26712,91
train,hat,26741,65
train,hat,26713,68
train,pass,41350,75
train,pass,41356,33
train,pass,41357,38
train,pass,66267,68
train,quality,45637,96
train,quality,45639,53
train,quality,45638,112
train,quality,66360,58
train,mind,36121,44
train,mind,36118,58
train,mind,66123,60
train,mind,36119,82
train,real,46317,37
train,real,46315,75
train,real,46314,73
train,song,53261,99
train,song,53264,51
train,song,53265,41
train,song,53262,85
train,reason,46436,80
train,reason,46431,75
train,reason,66375,64
train,reason,46428,123
train,reason,46430,49
train,reason,46429,95
train,line,33337,42
train,line,33335,128
train,line,69390,85
train,line,33346,100
train,good,25067,74
train,good,25066,58
train,good,65835,41
train,good,25076,86
train,good,25073,34
train,good,69347,50
train,good,25072,50
train,push,45480,31
train,push,45481,72
train,push,66356,67
train,push,45487,80
train,push,45479,87
train,we,62774,84
train,we,62775,48
train,we,69527,76
train,we,66755,43
train,we,62776,69
train,small,52555,37
train,small,52557,96
train,small,52560,67
train,small,52552,59
train,small,52556,35
train,small,52554,30
train,center,65324,63
train,center,09726,55
train,center,09723,99
train,center,09725,59
train,weak,62587,98
train,weak,62585,90
train,weak,62588,84
train,weak,62586,97
train,weak,62593,79
train,last week,32277,38
train,last week,32278,69
train,last week,32276,76
train,last week,66011,50
train,cloud,11364,48
train,cloud,11365,113
train,cloud,11359,56
train,cloud,11360,35
train,cloud,11357,187
train,cloud,11358,75
train,grammar,65845,170
train,grammar,25373,47
train,grammar,25374,40
train,grammar,25372,105
train,grammar,25378,37
train,grammar,25380,93
train,grammar,25371,115
train,alphabet,02151,128
train,alphabet,02145,133
train,alphabet,65058,49
train,cooperate,13224,47
train,cooperate,13223,109
train,list,33479,66
train,list,33477,120
train,list,33475,34
train,list,33480,59
train,list,33472,116
train,list,66075,52
train,his,27553,92
train,his,27557,34
train,his,27556,31
train,weigh,62782,119
train,weigh,62783,50
train,title,58621,96
train,title,58620,83
train,title,58623,34
train,title,66650,61
train,blow,06789,99
train,blow,06788,30
train,blow,06792,47
train,blow,06787,78
train,convert,13111,51
train,convert,13109,81
train,convert,13106,103
train,five,69326,54
train,five,22192,38
train,five,22191,57
train,five,65734,55
train,stupid,55425,40
train,stupid,55423,75
train,hot,28108,69
train,hot,28115,33
train,hot,28111,35
train,hot,28112,78
train,hot,28116,44
train,hot,69368,57
train,hot,28107,81
train,hot,28109,59
train,hot,28125,71
train,hot,28110,35
train,speech,53706,38
train,speech,53707,66
train,speech,53709,89
train,speech,53710,95
train,speech,53701,48
train,speech,53696,138
train,speech,53700,31
train,cause,09574,92
train,cause,09580,94
train,cause,09572,66
train,cause,65319,69
train,cause,09573,25
train,best,06025,49
train,best,06023,107
train,best,06022,70
train,best,06021,72
train,monthly,36747,68
train,monthly,36744,108
train,monthly,36745,104
train,what,62970,88
train,what,66769,47
train,what,62987,97
train,what,69531,63
train,what,62967,26
train,what,62964,91
train,what,62968,43
train,q,45597,141
train,q,66055,44
train,q,45599,30
train,adult,01206,87
train,adult,65024,71
train,adult,01217,101
train,adult,01214,41
train,me,35545,59
train,me,35544,79
train,me,35546,88
train,me,35548,27
train,bring,07807,85
train,bring,07808,87
train,bring,65260,60
train,bring,07806,66
train,bring,69250,83
train,bring,07815,92
train,behind,05808,50
train,behind,05803,45
train,behind,65169,63
train,building,65269,73
train,building,08132,68
train,building,08130,88
train,building,08131,86
train,apart,02867,49
train,apart,65081,62
train,apart,02865,83
train,apart,02864,92
train,bad,04708,71
train,bad,04709,66
train,bad,69219,54
train,bad,04717,32
train,bad,65125,55
train,bad,04718,39
train,bad,04712,20
train,bad,04713,79
train,bad,04715,94
train,daily,65433,78
train,daily,14578,83
train,daily,14580,38
train,daily,14577,87
train,half,26216,85
train,half,26215,32
train,half,26224,83
train,half,26214,64
train,from now on,23648,32
train,from now on,23647,32
train,from now on,23650,38
train,from now on,23646,42
train,shelf,50957,116
train,shelf,69467,80
train,shelf,50958,83
train,shelf,50960,49
train,eat,18329,50
train,eat,69307,61
train,eat,18323,87
train,eat,65601,61
train,button,08468,106
train,button,65281,71
train,button,08472,29
train,button,08470,100
train,put,45513,68
train,put,45512,33
train,put,69441,64
train,put,45515,44
train,put,45511,70
train,mine,36140,68
train,mine,36142,28
train,mine,36139,66
train,demand,15422,123
train,demand,15425,40
train,demand,15424,35
train,demand,15423,101
train,demand,15430,94
train,demand,65458,46
train,release,47077,78
train,release,47076,33
train,release,47075,87
train,release,47081,35
train,important,29068,36
train,important,65926,53
train,important,29069,95
train,important,69376,89
train,important,29071,38
train,important,29066,61
train,important,29065,86
train,day,14792,63
train,day,14799,35
train,day,14803,67
train,day,65444,70
train,day,69291,63
train,smart,52575,76
train,smart,52578,54
train,smart,52580,37
train,smart,52584,54
train,smart,52579,28
train,smart,52581,38
train,across,00834,89
train,across,00832,141
train,across,00842,89
train,across,00835,44
train,jewelry,31077,46
train,jewelry,31079,92
train,jewelry,31078,42
train,jewelry,65978,54
train,math,35163,87
train,math,35155,69
train,math,35156,75
train,math,66107,59
train,grow,25847,77
train,grow,25846,40
train,grow,25852,78
train,grow,25844,74
train,grow,69354,109
train,four,69333,66
train,four,23200,38
train,four,23202,28
train,four,65768,52
train,four,23199,46
train,try,59848,103
train,try,66680,67
train,try,59849,74
train,try,59854,99
train,try,66681,44
train,polite,43580,97
train,polite,43571,94
train,polite,66308,61
train,polite,43573,121
train,polite,43572,29
train,single,66484,62
train,single,51815,79
train,single,51824,80
train,single,51814,85
train,short,51223,33
train,short,51221,100
train,short,51226,77
train,short,51225,95
train,short,66469,38
train,short,51224,30
train,short,51227,102
train,short,51231,44
train,short,51220,70
train,get up,24500,68
train,get up,65814,40
train,get up,24499,38
train,get up,24498,35
train,during,18032,55
train,during,18029,28
train,during,18028,53
train,during,18030,84
train,how,28210,27
train,how,28201,72
train,how,69370,90
train,how,28205,66
train,how,28211,32
train,plate,66299,67
train,plate,43113,38
train,plate,43114,74
train,plate,43124,78
train,hair,26163,78
train,hair,26166,54
train,hair,26162,39
train,hair,26173,89
train,hair,65870,68
train,hair,26174,85
train,hair,26159,88
train,hair,26157,62
train,hair,26158,97
train,p,66054,45
train,p,42513,30
train,p,42511,126
train,jealous,30983,44
train,jealous,30985,36
train,jealous,30979,60
train,jealous,30978,88
train,jealous,30984,47
train,house,28161,44
train,house,69369,65
train,house,28169,86
train,house,28160,72
train,house,28159,73
train,category,09489,33
train,category,09488,86
train,category,09490,133
train,category,09493,50
train,everything,65649,68
train,everything,19912,78
train,everything,19911,127
train,where,63081,113
train,where,63087,46
train,where,66774,54
train,where,63091,82
train,thirsty,58027,77
train,thirsty,58031,83
train,thirsty,58025,87
train,thirsty,58024,124
train,thirsty,69506,89
train,thirsty,58026,77
train,thirsty,66615,58
train,seven,66453,61
train,seven,50618,43
train,seven,50620,28
train,seven,69463,64
train,seven,50617,54
train,husband,28463,101
train,husband,28469,44
train,husband,28473,82
train,husband,28464,87
train,husband,65913,46
train,customer,14432,100
train,customer,14433,24
train,hear,26952,36
train,hear,26946,81
train,hear,26951,36
train,hear,26942,67
train,hear,26950,45
train,silent,51687,34
train,silent,51690,35
train,silent,51686,118
train,silent,51696,90
train,silent,51688,85
train,bar,05087,44
train,bar,05088,132
train,bar,05086,63
train,bar,65137,39
train,bar,05090,81
train,bar,05103,96
train,bar,05095,84
train,bar,05089,96
train,power,44051,46
train,power,44047,101
train,power,44046,31
train,power,44050,38
train,power,66319,54
train,arm,65094,53
train,arm,03337,78
train,arm,69215,61
train,arm,03338,36
train,arm,03339,114
train,arm,03344,83
train,also,02178,51
train,also,02175,114
train,also,69207,73
train,also,02174,67
train,also,65059,50
train,also,02177,36
train,find,69323,90
train,find,21852,88
train,find,21858,43
train,find,21859,32
train,find,21853,68
train,find,21863,80
train,hit,27596,49
train,hit,27591,29
train,hit,27604,65
train,hit,27592,44
train,thin,57940,30
train,thin,57936,29
train,thin,57949,53
train,thin,66606,62
train,thin,57948,53
train,thin,57942,73
train,thin,57934,90
train,thin,66607,72
train,thin,57941,30
train,thin,57939,37
train,thin,57953,87
train,thin,57935,90
train,thin,57937,31
train,person,42225,60
train,person,42231,53
train,person,66280,59
train,person,42227,61
train,person,42232,53
train,general,24251,62
train,general,24253,55
train,general,24259,90
train,general,24249,52
train,general,24250,26
train,general,24258,90
train,far,21069,80
train,far,65682,47
train,far,21075,72
train,far,21077,76
train,far,21078,51
train,far,21074,33
train,far,21073,44
train,minus,36241,78
train,minus,36231,86
train,minus,36232,58
train,dictionary,16124,123
train,dictionary,16127,81
train,dictionary,16131,52
train,dictionary,16126,68
train,dictionary,16125,108
train,dictionary,16134,91
train,bank,04972,154
train,bank,04971,39
train,special,53644,78
train,special,69486,86
train,special,53642,107
train,special,66542,66
train,special,66543,53
train,special,53643,43
train,theory,57789,56
train,theory,66603,58
train,theory,66604,119
train,theory,57788,50
train,theory,57785,72
train,theory,57791,34
train,complete,12221,89
train,complete,12217,50
train,complete,12210,99
train,complete,12211,38
train,economy,18370,171
train,economy,18374,55
train,economy,18372,73
train,economy,18371,70
train,change,09950,69
train,change,09954,31
train,change,09957,99
train,change,09955,75
train,change,09966,72
train,change,09953,88
train,change,09970,84
train,change,09956,29
train,change,09967,45
train,middle,35968,99
train,middle,35966,31
train,middle,35969,99
train,middle,66122,74
train,middle,35965,76
train,middle,35974,91
train,within,63600,72
train,within,63599,38
train,within,63598,112
train,window,66791,59
train,window,63427,90
train,window,63417,117
train,window,63418,52
train,our,40345,64
train,our,40343,106
train,our,40342,88
train,god,24914,76
train,god,24917,61
train,god,24915,60
train,god,24922,88
train,god,65832,54
train,god,24916,34
train,international,30217,79
train,international,30219,66
train,e,18535,30
train,e,18533,151
train,e,66043,49
train,aim,01643,136
train,aim,01653,76
train,aim,01652,91
train,aim,01642,106
train,back,69218,90
train,back,04600,72
train,back,04601,62
train,back,04592,26
train,back,65120,60
train,innocent,29792,72
train,innocent,29794,30
train,innocent,29791,28
train,mad,34375,22
train,mad,34369,35
train,mad,34382,94
train,thankful,57612,73
train,thankful,57617,32
train,thankful,57613,68
train,sad,48971,100
train,sad,69450,76
train,sad,48976,82
train,sad,48978,28
train,k,66049,49
train,k,31585,30
train,k,31583,94
train,sympathy,56482,105
train,sympathy,56485,83
train,sympathy,56481,109
train,end,19110,38
train,end,19119,98
train,end,19109,56
train,end,19111,75
train,vlog,61869,85
train,vlog,66734,41
train,vlog,61870,38
train,scream,49779,48
train,scream,49783,31
train,soon,66533,65
train,soon,53301,32
train,soon,53300,44
train,soon,53295,44
train,soon,53296,86
train,soon,53292,103
train,soon,66534,62
train,maybe,35219,31
train,maybe,35220,91
train,maybe,35218,71
train,maybe,69397,93
train,study,66575,50
train,study,55368,38
train,study,55365,102
train,study,55369,101
train,study,55366,73
train,study,55364,35
train,study,55361,148
train,each,18118,90
train,each,18113,44
train,each,18110,75
train,each,18109,109
train,turn,59991,62
train,turn,59992,44
train,turn,66684,63
train,interest,30153,78
train,interest,30160,35
train,interest,30152,195
train,interest,65950,49
train,interest,30162,60
train,interest,30154,80
train,interest,30155,71
train,interest,30156,74
train,party,41322,56
train,party,66265,59
train,party,41317,87
train,party,41316,53
train,party,41311,83
train,party,41315,40
train,party,41321,45
train,today,58678,78
train,today,58679,70
train,today,58687,80
train,today,58684,33
train,today,69512,73
train,today,58677,72
train,author,04221,72
train,author,04218,95
train,author,04219,136
train,high,27417,75
train,high,27407,35
train,high,27408,75
train,high,27406,62
train,high,65893,49
train,predict,44202,41
train,predict,44203,87
train,predict,44200,123
train,predict,44201,107
train,predict,44208,93
train,slip,52442,83
train,slip,52430,41
train,slip,52441,105
train,slip,66507,63
train,fast,65691,72
train,fast,21168,67
train,fast,21169,26
train,fast,65690,72
train,fast,65689,46
train,fast,21187,80
train,fast,21175,59
train,fast,21172,22
train,wear,62615,59
train,wear,62622,83
train,wear,66756,69
train,wear,62614,68
train,check,10192,27
train,check,65343,75
train,check,10186,86
train,check,10187,95
train,check,10185,44
train,check,10183,71
train,check,10190,61
train,check,10188,85
train,check,10184,91
train,information,29632,117
train,information,29636,49
train,information,29641,71
train,information,29634,75
train,information,29633,100
train,pretty,69437,70
train,pretty,44426,33
train,pretty,66328,57
train,pretty,44424,87
train,car,09244,57
train,car,09238,115
train,car,69258,74
train,car,09237,40
train,car,09234,63
train,age,01487,88
train,age,01486,37
train,age,65034,54
train,age,01485,72
train,age,01495,75
train,very,66722,90
train,very,61510,31
train,very,69523,75
train,very,61509,101
train,start,54457,60
train,start,54458,69
train,skip,66504,58
train,skip,52181,76
train,purpose,45453,50
train,purpose,45451,96
train,purpose,45449,91
train,purpose,45448,121
train,purpose,45450,43
train,argue,03277,52
train,argue,03274,120
train,argue,03272,33
train,argue,03273,38
train,argue,65092,63
train,argue,03268,110
train,argue,03278,56
train,argue,03270,77
train,yesterday,64308,40
train,yesterday,66822,62
train,yesterday,64307,55
train,yesterday,64309,73
train,yesterday,64311,47
train,yesterday,66821,64
train,take up,56772,55
train,take up,56771,38
train,take up,56773,107
train,word,63752,111
train,word,63760,37
train,word,63753,32
train,word,66803,59
train,word,63763,84
train,type,60308,66
train,type,60304,26
train,type,60309,68
train,type,60305,86
train,disagree,16429,112
train,disagree,16430,39
train,disagree,16431,89
train,disagree,16428,71
train,touch,59053,81
train,touch,59055,38
train,touch,59051,98
train,touch,59052,20
train,spit,53922,64
train,spit,53924,31
train,spit,53921,53
train,all,65043,61
train,all,01992,59
train,all,01986,83
train,all,01991,49
train,all,02003,76
train,all,01988,144
train,all,01987,75
train,all,69206,89
train,pay attention,41580,80
train,pay attention,41582,116
train,six,51955,43
train,six,51954,56
train,six,69474,61
train,six,51957,28
train,six,66490,59
train,but,08429,41
train,but,08424,62
train,but,65278,60
train,but,08431,29
train,not,38859,66
train,not,38858,64
train,not,38857,105
train,not,38868,73
train,vocabulary,61889,103
train,vocabulary,66735,47
train,vocabulary,61886,37
train,mom,36605,74
train,mom,36604,75
train,mom,36603,81
train,mom,36606,38
train,mom,36607,45
train,mom,69399,76
train,in,29723,23
train,in,29719,70
train,in,29720,34
train,in,69377,67
train,in,29721,66
train,in,29718,71
train,name,37581,43
train,name,37580,75
train,name,37590,72
train,name,69405,74
train,name,37582,95
train,win,63470,98
train,win,63478,86
train,win,66789,47
train,win,63469,56
train,win,63468,112
train,relate,47028,85
train,relate,47030,122
train,relate,47032,44
train,relate,47029,33
train,glass,24746,91
train,glass,69344,67
train,glass,24741,40
train,glass,24734,64
train,glass,65821,42
train,boss,07245,49
train,boss,07247,82
train,boss,07243,47
train,boss,65231,59
train,boss,07237,61
train,slow,52507,75
train,slow,66508,69
train,slow,52508,49
train,slow,52509,117
train,slow,52515,90
train,slow,52506,132
train,many,34831,46
train,many,34827,81
train,many,34823,71
train,many,69396,89
train,many,34826,35
train,many,34832,41
train,many,34825,42
train,many,34824,67
train,many,34830,29
train,use,61062,42
train,use,61056,100
train,them,57752,93
train,them,57751,93
train,them,57754,44
train,them,69503,100
train,please,43218,65
train,please,43217,78
train,please,43226,90
train,please,43219,80
train,please,69434,86
train,please,43220,80
train,instead,29963,79
train,instead,29962,105
train,instead,29965,47
train,instead,65945,51
train,hungry,28378,36
train,hungry,28379,83
train,hungry,28376,95
train,hungry,28377,85
train,hungry,28385,74
train,rely,47137,85
train,rely,47140,48
train,rely,47136,75
train,rely,47139,59
train,pack,40726,56
train,pack,66258,70
train,pack,40722,75
train,pack,40723,50
train,summer,55733,67
train,summer,69495,77
train,summer,55731,58
train,summer,66579,60
train,summer,55738,83
train,summer,55732,29
train,search,49931,97
train,search,49933,31
train,search,49936,61
train,search,49941,106
train,search,49934,93
train,hurt,28445,54
train,hurt,28446,55
train,hurt,28441,79
train,repeat,47305,49
train,repeat,47302,70
train,repeat,47301,42
train,repeat,47300,83
train,permit,42137,79
train,permit,42148,92
train,lift,66068,48
train,lift,69387,95
train,lift,33170,32
train,lift,33167,104
train,lift,33166,66
train,every,19842,80
train,every,19845,47
train,every,19843,63
train,every,69311,88
train,curious,65429,84
train,curious,14316,53
train,curious,14312,40
train,curious,14314,85
train,curious,14313,48
train,apple,03008,88
train,apple,65084,62
train,apple,69213,91
train,apple,65086,76
train,apple,65085,70
train,apple,02999,72
train,apple,03005,44
train,exercise,20226,75
train,exercise,20227,77
train,exercise,65657,48
train,exercise,20235,98
train,obtain,39289,46
train,obtain,39287,80
train,obtain,39285,59
train,obtain,39286,100
train,gather,65803,67
train,gather,24174,56
train,gather,24176,83
train,gather,24166,86
train,gather,24167,76
train,n,38267,30
train,n,66052,53
train,n,38265,125
train,enjoy,65635,73
train,enjoy,19257,71
train,enjoy,19264,65
train,enjoy,19261,88
train,part,41262,90
train,part,41263,85
train,part,41265,51
train,computer,12315,57
train,computer,12316,43
train,computer,12328,88
train,computer,12338,107
train,computer,12317,53
train,computer,12313,81
train,computer,12318,45
train,computer,12314,43
train,computer,12311,72
train,computer,12312,101
train,sure,56038,103
train,sure,56029,91
train,sure,56031,67
train,sure,56030,32
train,accident,65009,56
train,accident,00623,104
